epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,7600.18,1.25444,0.64286,1.46254,0.89674,0.77814,0.80088,0.4961,1.26939,0.50917,1.51774,0.00356975,0.00356975,0.00356975
181,8112.81,1.26094,0.63424,1.45627,0.89897,0.77718,0.80147,0.49736,1.26872,0.50909,1.51712,0.00352037,0.00352037,0.00352037
182,8626.26,1.25847,0.63729,1.46174,0.89773,0.77745,0.80138,0.49715,1.26852,0.50908,1.51704,0.00347115,0.00347115,0.00347115
183,9141.22,1.24868,0.63394,1.45333,0.89792,0.77766,0.8012,0.49747,1.26812,0.50875,1.51682,0.00342211,0.00342211,0.00342211
184,9657.68,1.25263,0.63338,1.45756,0.89809,0.77705,0.80161,0.49808,1.26751,0.50861,1.51644,0.00337325,0.00337325,0.00337325
185,10174.4,1.24862,0.63196,1.45793,0.8975,0.77714,0.80146,0.49777,1.26725,0.50854,1.5164,0.00332457,0.00332457,0.00332457
186,10681.8,1.25148,0.63273,1.45092,0.89745,0.7775,0.80143,0.49805,1.26644,0.50839,1.51563,0.00327608,0.00327608,0.00327608
187,11191.7,1.24653,0.63118,1.44882,0.89747,0.7777,0.80141,0.49833,1.26524,0.50784,1.51454,0.00322778,0.00322778,0.00322778
188,11702.1,1.24873,0.62996,1.45684,0.90066,0.77506,0.80155,0.49845,1.26417,0.50765,1.5139,0.00317969,0.00317969,0.00317969
189,12215.5,1.24822,0.63041,1.45124,0.90103,0.77494,0.80149,0.49828,1.2641,0.5072,1.51361,0.0031318,0.0031318,0.0031318
190,12731.2,1.2501,0.62856,1.44945,0.90087,0.7752,0.80139,0.49869,1.26301,0.5071,1.51259,0.00308412,0.00308412,0.00308412
191,13238.2,1.2522,0.63043,1.45383,0.9012,0.77491,0.80148,0.49883,1.26263,0.50687,1.51205,0.00303665,0.00303665,0.00303665
192,13746,1.24211,0.62836,1.44931,0.90201,0.77361,0.80121,0.49876,1.2621,0.50676,1.51143,0.00298941,0.00298941,0.00298941
193,14257.6,1.24236,0.62949,1.44521,0.90156,0.77516,0.8014,0.49887,1.26178,0.50629,1.51116,0.00294239,0.00294239,0.00294239
194,14777,1.24533,0.62875,1.44637,0.89908,0.77673,0.80101,0.49893,1.26137,0.50611,1.5107,0.00289561,0.00289561,0.00289561
195,15299,1.24507,0.62912,1.44831,0.90219,0.77369,0.80124,0.49914,1.26125,0.50611,1.51035,0.00284906,0.00284906,0.00284906
196,15817.8,1.24494,0.62119,1.45475,0.90289,0.77349,0.80124,0.49906,1.26128,0.5057,1.51052,0.00280275,0.00280275,0.00280275
197,16337.1,1.2395,0.61879,1.4483,0.90179,0.77424,0.80107,0.49936,1.26117,0.50561,1.51051,0.00275668,0.00275668,0.00275668
198,16861.6,1.24792,0.6256,1.44951,0.90109,0.77531,0.80123,0.49944,1.26175,0.50566,1.51095,0.00271087,0.00271087,0.00271087
199,17388.2,1.24066,0.61867,1.44705,0.9004,0.77588,0.80185,0.49977,1.26119,0.50527,1.51038,0.00266532,0.00266532,0.00266532
200,17920,1.23346,0.61561,1.43745,0.90092,0.77611,0.80179,0.49961,1.26085,0.50503,1.50983,0.00262003,0.00262003,0.00262003
201,18447.4,1.23629,0.62092,1.43582,0.90084,0.77559,0.80218,0.5001,1.26038,0.50463,1.50909,0.002575,0.002575,0.002575
202,18975.6,1.23364,0.61387,1.44273,0.90019,0.77594,0.80218,0.50051,1.26001,0.50447,1.50851,0.00253024,0.00253024,0.00253024
203,19501.2,1.23392,0.61749,1.43975,0.90007,0.77674,0.80218,0.50092,1.2599,0.50444,1.50833,0.00248577,0.00248577,0.00248577
204,20029.6,1.2404,0.61637,1.43876,0.90017,0.77659,0.8025,0.5011,1.26012,0.50462,1.50824,0.00244157,0.00244157,0.00244157
205,20557.9,1.22958,0.61128,1.43515,0.90189,0.77407,0.80224,0.50086,1.25979,0.50456,1.50786,0.00239766,0.00239766,0.00239766
206,21086.3,1.23547,0.61706,1.44021,0.90126,0.77496,0.80218,0.50139,1.25983,0.5044,1.50774,0.00235404,0.00235404,0.00235404
207,21614.4,1.23086,0.61233,1.43757,0.90164,0.7748,0.80204,0.5013,1.25982,0.50411,1.50756,0.00231071,0.00231071,0.00231071
208,22141.7,1.22894,0.61001,1.44051,0.90193,0.77425,0.80189,0.50133,1.25974,0.50422,1.50752,0.00226769,0.00226769,0.00226769
209,22669.6,1.22908,0.61056,1.43426,0.90189,0.77461,0.80223,0.50127,1.26007,0.50419,1.50742,0.00222497,0.00222497,0.00222497
210,23200.7,1.22706,0.61119,1.43263,0.9012,0.77441,0.80219,0.50189,1.25955,0.5042,1.50684,0.00218256,0.00218256,0.00218256
211,23732.4,1.23053,0.61141,1.43854,0.90147,0.77429,0.80206,0.50138,1.25938,0.50457,1.50662,0.00214046,0.00214046,0.00214046
212,24263.6,1.22398,0.60628,1.43861,0.9017,0.77452,0.80206,0.50183,1.25931,0.50441,1.50655,0.00209869,0.00209869,0.00209869
213,24796.2,1.22333,0.60619,1.43335,0.90222,0.77373,0.80211,0.50225,1.25923,0.50435,1.50646,0.00205723,0.00205723,0.00205723
214,25327.4,1.22511,0.60937,1.43317,0.90178,0.77383,0.80208,0.50229,1.25924,0.50411,1.50632,0.00201611,0.00201611,0.00201611
215,25861,1.21585,0.60276,1.43118,0.90304,0.7736,0.80204,0.50214,1.25922,0.50386,1.50641,0.00197532,0.00197532,0.00197532
216,26388.9,1.21835,0.60477,1.43229,0.90358,0.77287,0.80184,0.50221,1.25941,0.50399,1.50674,0.00193486,0.00193486,0.00193486
217,26912.8,1.22075,0.60708,1.43289,0.90426,0.7729,0.80217,0.50233,1.25927,0.50367,1.50672,0.00189475,0.00189475,0.00189475
218,27443.7,1.20799,0.59795,1.41874,0.905,0.77244,0.80168,0.50221,1.25943,0.50395,1.50655,0.00185498,0.00185498,0.00185498
219,27973.9,1.21895,0.60467,1.42454,0.90484,0.77277,0.80119,0.50178,1.25912,0.50364,1.50592,0.00181557,0.00181557,0.00181557
220,28499.5,1.21279,0.5996,1.41685,0.90636,0.77207,0.80133,0.50262,1.25843,0.50343,1.50485,0.00177651,0.00177651,0.00177651
221,29029.9,1.21253,0.59657,1.42072,0.90554,0.77281,0.8012,0.50241,1.25855,0.50356,1.50457,0.0017378,0.0017378,0.0017378
222,29559,1.21122,0.59543,1.42417,0.90449,0.7733,0.80101,0.50267,1.25858,0.50356,1.50424,0.00169946,0.00169946,0.00169946
223,30086,1.21038,0.59422,1.41786,0.90475,0.77233,0.80104,0.50266,1.25866,0.50351,1.50401,0.00166149,0.00166149,0.00166149
224,30615,1.21605,0.59735,1.42689,0.90399,0.77356,0.80099,0.50257,1.25875,0.50346,1.50382,0.00162389,0.00162389,0.00162389
225,31143.7,1.20839,0.59382,1.41832,0.90447,0.77349,0.80129,0.50236,1.25882,0.50311,1.50367,0.00158667,0.00158667,0.00158667
226,31677.7,1.20741,0.59442,1.41948,0.90404,0.77392,0.80133,0.5025,1.25896,0.50311,1.50346,0.00154982,0.00154982,0.00154982
227,32205.3,1.21236,0.596,1.42323,0.90408,0.77366,0.80125,0.50265,1.25872,0.50316,1.50292,0.00151336,0.00151336,0.00151336
228,32735.9,1.21193,0.59864,1.42075,0.90217,0.77429,0.80053,0.50237,1.25844,0.50316,1.50237,0.00147729,0.00147729,0.00147729
229,33266.1,1.20461,0.58955,1.41031,0.90316,0.77376,0.80061,0.50228,1.25853,0.50328,1.50205,0.00144161,0.00144161,0.00144161
230,33799.4,1.20429,0.59099,1.41445,0.90296,0.77433,0.80086,0.5023,1.25833,0.50335,1.50166,0.00140632,0.00140632,0.00140632
231,34333.4,1.2001,0.58971,1.40805,0.90429,0.77264,0.8007,0.50246,1.25817,0.50347,1.50137,0.00137143,0.00137143,0.00137143
232,34867.7,1.20518,0.58721,1.41187,0.90355,0.77239,0.80009,0.5026,1.25849,0.50366,1.50135,0.00133695,0.00133695,0.00133695
233,35402,1.20597,0.59189,1.41714,0.90363,0.77184,0.80007,0.50287,1.25863,0.50388,1.50111,0.00130287,0.00130287,0.00130287
234,35931.9,1.20305,0.58835,1.40905,0.90438,0.77032,0.79967,0.50227,1.25879,0.50439,1.50097,0.00126921,0.00126921,0.00126921
235,36464.9,1.19821,0.58614,1.41162,0.90359,0.77068,0.79987,0.50276,1.25879,0.50432,1.50076,0.00123596,0.00123596,0.00123596
236,36997.2,1.19756,0.5846,1.4172,0.90348,0.76994,0.80003,0.50291,1.25889,0.5045,1.50081,0.00120313,0.00120313,0.00120313
237,37530.3,1.2018,0.58102,1.41292,0.90391,0.76965,0.80002,0.50276,1.25904,0.50432,1.50083,0.00117072,0.00117072,0.00117072
238,38062.5,1.19808,0.58,1.40709,0.90424,0.76916,0.79961,0.50225,1.25926,0.50471,1.50079,0.00113873,0.00113873,0.00113873
239,38594.4,1.19467,0.58577,1.40704,0.90406,0.76988,0.79976,0.50247,1.25959,0.50456,1.50092,0.00110718,0.00110718,0.00110718
240,39131.4,1.20043,0.58712,1.40922,0.90451,0.77061,0.79963,0.50231,1.25992,0.50489,1.50107,0.00107605,0.00107605,0.00107605
241,39666,1.19691,0.58183,1.4104,0.9037,0.77076,0.79955,0.50196,1.26017,0.50474,1.50122,0.00104537,0.00104537,0.00104537
242,40192.4,1.19388,0.57869,1.41147,0.90351,0.77086,0.79914,0.50211,1.26079,0.50476,1.50183,0.00101512,0.00101512,0.00101512
243,40719.4,1.19317,0.57406,1.41044,0.9039,0.77001,0.79898,0.50183,1.26085,0.50486,1.50191,0.000985311,0.000985311,0.000985311
244,41245.9,1.18977,0.58041,1.40832,0.90181,0.77205,0.79878,0.50155,1.26125,0.50497,1.50218,0.000955951,0.000955951,0.000955951
245,41770.4,1.19052,0.58074,1.40679,0.90168,0.77277,0.79909,0.50185,1.26117,0.5051,1.50203,0.00092704,0.00092704,0.00092704
246,565.546,1.18521,0.57166,1.39945,0.90095,0.77258,0.79873,0.50165,1.26162,0.50524,1.50215,0.000898581,0.000898581,0.000898581
247,1077.89,1.19377,0.57785,1.39967,0.90146,0.77217,0.79866,0.50135,1.26238,0.50556,1.50249,0.000870577,0.000870577,0.000870577
248,1587.8,1.1907,0.57825,1.40497,0.90115,0.77173,0.79844,0.50113,1.26307,0.50564,1.50288,0.000843031,0.000843031,0.000843031
249,2100.43,1.19359,0.58164,1.40678,0.90209,0.7712,0.79839,0.50095,1.26365,0.50592,1.50308,0.000815947,0.000815947,0.000815947
250,2609.73,1.19095,0.57735,1.40491,0.90189,0.77152,0.79839,0.50081,1.26431,0.50598,1.50341,0.000789327,0.000789327,0.000789327
251,3119.65,1.18873,0.5765,1.40445,0.90096,0.77231,0.79818,0.50067,1.26548,0.50644,1.50417,0.000763174,0.000763174,0.000763174
252,3635.85,1.18889,0.57629,1.39749,0.90164,0.7723,0.79855,0.50084,1.26583,0.50652,1.50422,0.000737492,0.000737492,0.000737492
253,4150.24,1.19301,0.57551,1.40345,0.90096,0.77196,0.79838,0.50055,1.26632,0.50685,1.50439,0.000712282,0.000712282,0.000712282
254,4668.69,1.18662,0.57009,1.39739,0.90105,0.77202,0.79824,0.50015,1.26666,0.50735,1.50445,0.000687548,0.000687548,0.000687548
255,5187.17,1.18575,0.57196,1.39838,0.90055,0.7719,0.79835,0.50036,1.26715,0.50736,1.50471,0.000663292,0.000663292,0.000663292
256,5702.07,1.18386,0.57282,1.3989,0.90027,0.77145,0.79782,0.50035,1.26741,0.50775,1.50469,0.000639518,0.000639518,0.000639518
257,6220.68,1.18745,0.57099,1.39817,0.89874,0.77223,0.79765,0.50032,1.26762,0.50798,1.50472,0.000616227,0.000616227,0.000616227
258,6736.7,1.19043,0.57224,1.40431,0.7783,0.77481,0.79708,0.50007,1.26776,0.50806,1.50481,0.000593422,0.000593422,0.000593422
259,7254.57,1.18923,0.57662,1.40771,0.78564,0.77611,0.79695,0.49939,1.26785,0.50822,1.50485,0.000571106,0.000571106,0.000571106
260,7778.17,1.18289,0.56762,1.39599,0.78901,0.77527,0.79705,0.49914,1.26801,0.50844,1.50496,0.000549281,0.000549281,0.000549281
261,8299.14,1.17982,0.57148,1.39564,0.7922,0.77609,0.79689,0.49921,1.26876,0.50832,1.50553,0.00052795,0.00052795,0.00052795
262,8818.8,1.18186,0.5714,1.40072,0.7968,0.77665,0.79676,0.49918,1.26877,0.50847,1.50549,0.000507115,0.000507115,0.000507115
263,9342,1.17941,0.5704,1.39475,0.79899,0.77569,0.79678,0.49891,1.26947,0.50876,1.5059,0.000486777,0.000486777,0.000486777
264,9864.19,1.17596,0.56911,1.39229,0.80386,0.77613,0.79666,0.49869,1.26972,0.50916,1.50607,0.000466941,0.000466941,0.000466941
265,10385.7,1.18086,0.57103,1.39774,0.80806,0.77663,0.79645,0.49859,1.2698,0.50933,1.50599,0.000447606,0.000447606,0.000447606
266,10908.3,1.17875,0.57231,1.39449,0.81091,0.77614,0.7964,0.49886,1.27025,0.50972,1.50631,0.000428777,0.000428777,0.000428777
267,11440.6,1.17582,0.56674,1.39181,0.81359,0.77567,0.79661,0.49861,1.27104,0.50983,1.50686,0.000410454,0.000410454,0.000410454
268,11967.1,1.18067,0.56866,1.39778,0.818,0.77501,0.79652,0.49849,1.27119,0.50983,1.50702,0.00039264,0.00039264,0.00039264
269,12492.1,1.16919,0.56443,1.39039,0.81886,0.77476,0.79657,0.49878,1.27137,0.5098,1.50721,0.000375337,0.000375337,0.000375337
270,13022,1.16731,0.56704,1.38317,0.8218,0.77459,0.79651,0.49896,1.27108,0.50976,1.50712,0.000358546,0.000358546,0.000358546
271,13552,1.17107,0.55992,1.39053,0.82492,0.77479,0.79652,0.49871,1.27141,0.51011,1.50727,0.00034227,0.00034227,0.00034227
272,14075.2,1.1677,0.56388,1.39086,0.82676,0.77534,0.79649,0.49872,1.27156,0.51004,1.50741,0.00032651,0.00032651,0.00032651
273,14602.2,1.1751,0.56587,1.39141,0.82857,0.77389,0.7962,0.4985,1.27141,0.51029,1.50739,0.000311268,0.000311268,0.000311268
274,15135.4,1.17788,0.56575,1.39488,0.82895,0.7733,0.79616,0.49833,1.27161,0.51049,1.50763,0.000296546,0.000296546,0.000296546
275,15664.4,1.16999,0.56145,1.38956,0.8319,0.77422,0.7962,0.498,1.27249,0.51063,1.50836,0.000282345,0.000282345,0.000282345
276,16192.8,1.17052,0.56307,1.38646,0.8316,0.77438,0.7961,0.49792,1.27275,0.51105,1.5084,0.000268667,0.000268667,0.000268667
277,16722.7,1.16981,0.5632,1.3853,0.83169,0.77347,0.79564,0.49799,1.27269,0.51127,1.50829,0.000255513,0.000255513,0.000255513
278,17253.8,1.1657,0.55727,1.38602,0.83107,0.77262,0.79554,0.49792,1.27297,0.51134,1.50858,0.000242885,0.000242885,0.000242885
279,17785.3,1.16766,0.56277,1.38577,0.83235,0.77279,0.79538,0.49775,1.27364,0.51154,1.50928,0.000230784,0.000230784,0.000230784
280,18318.4,1.16784,0.56109,1.38869,0.83119,0.77347,0.79502,0.49747,1.27399,0.5119,1.50973,0.000219212,0.000219212,0.000219212
281,18855.8,1.16622,0.5603,1.38804,0.82942,0.77307,0.79555,0.49749,1.27433,0.51199,1.51015,0.000208169,0.000208169,0.000208169
282,19391.4,1.16119,0.55765,1.38366,0.82868,0.77274,0.79567,0.4975,1.27477,0.51201,1.51051,0.000197658,0.000197658,0.000197658
283,19913.1,1.16399,0.55699,1.38686,0.82912,0.77244,0.79529,0.49738,1.27539,0.51232,1.51109,0.000187678,0.000187678,0.000187678
284,20435.5,1.15655,0.55549,1.37872,0.83131,0.77219,0.79521,0.49733,1.27567,0.51237,1.51136,0.000178232,0.000178232,0.000178232
285,20956.6,1.16787,0.56147,1.38526,0.8318,0.77232,0.79518,0.49702,1.27636,0.51265,1.51191,0.00016932,0.00016932,0.00016932
286,21476.6,1.16664,0.56014,1.38896,0.83277,0.77214,0.79531,0.497,1.27672,0.51271,1.51219,0.000160943,0.000160943,0.000160943
287,21996.7,1.16317,0.56043,1.38491,0.83296,0.7707,0.79521,0.49665,1.27748,0.51301,1.51283,0.000153102,0.000153102,0.000153102
288,22517.3,1.15944,0.5598,1.38399,0.83364,0.77104,0.79503,0.49649,1.27781,0.51291,1.51317,0.000145798,0.000145798,0.000145798
289,23040.3,1.16182,0.55804,1.38462,0.83267,0.77141,0.79507,0.49647,1.27812,0.51306,1.5134,0.000139032,0.000139032,0.000139032
290,23564.6,1.1602,0.55596,1.38234,0.83331,0.77047,0.79474,0.49636,1.27847,0.51327,1.5138,0.000132805,0.000132805,0.000132805
291,24065.4,1.148,0.50041,1.47174,0.83263,0.77021,0.79467,0.49584,1.27928,0.51357,1.5145,0.000127117,0.000127117,0.000127117
292,24563.5,1.14349,0.49531,1.47205,0.83284,0.77016,0.79458,0.49599,1.27954,0.51391,1.51487,0.000121968,0.000121968,0.000121968
293,25060.7,1.13883,0.49382,1.46708,0.83142,0.76892,0.79451,0.49547,1.28016,0.51424,1.51544,0.00011736,0.00011736,0.00011736
294,25561.2,1.13597,0.49462,1.46677,0.8312,0.77151,0.79487,0.49543,1.28093,0.51441,1.51623,0.000113293,0.000113293,0.000113293
295,26064.9,1.13386,0.48826,1.45864,0.83021,0.77174,0.79494,0.49501,1.28153,0.51453,1.51683,0.000109768,0.000109768,0.000109768
296,26566.8,1.13556,0.49031,1.46607,0.83045,0.77147,0.79509,0.49478,1.28209,0.51484,1.51737,0.000106784,0.000106784,0.000106784
